Origin Time,Latitude,Longitude,Depth,Magnitude,Location,Total Fatalities,Total Injuries,Estimated Economic Loss (USD),Buildings Collapsed,Population Density
2020-02-07 21:22:09 IST,23.65,93.53,10,3.7,"29km NE of Champhai, Mizoram, India",4,2,84079,9,12246
2020-02-07 16:30:41 IST,11.22,93.62,10,4.9,"107km ESE of Portblair, Andaman and Nicobar island, India",1,5,136363,12,14815
2020-02-07 11:34:29 IST,18.5,73,10,2.5,"65km SSE of Mumbai, India",1,8,99196,14,7984
2020-02-06 09:02:05 IST,36.4,71.1,110,3.4,"92km SSE of Fayzabad, Afghanistan",5,3,96396,10,8559
2020-02-06 02:17:08 IST,7.3,73.7,10,4.5,"129km SE of Minicoy, Lakshsdweep Island, India",0,4,50654,8,12550
2020-02-06 01:36:37 IST,26.2,65.9,37,4.4,"538km NW of Dwarka, Gujarat, India",2,11,101158,7,7417
2020-02-05 12:58:10 IST,32.8,70.3,10,3.8,"219km SSE of Kabul , Afghanistan",1,4,165955,11,6130
2020-02-05 02:02:51 IST,36.3,71.2,107,5.2,"106km SE of Fayzabad, Afghanistan",3,7,107778,10,9240
2020-02-04 23:56:27 IST,22.1,94,203,4.4,"165km SSE of Champhai, Mizoram, India",2,1,24634,17,9882
2020-02-04 11:25:19 IST,32.6,78.9,16,3.6,"11km SW of Hanley, Jammu & Kashmir, India",5,3,37423,8,11275
2020-02-04 10:35:39 IST,34.5,70.7,122,4.9,"136km E of Kabul , Afghanistan",3,2,129439,15,10039
2020-02-04 05:42:56 IST,33.4,64.9,86,4.5,"417km WSW of Kabul , Afghanistan",2,6,88784,9,11198
2020-02-04 04:13:22 IST,32.8,76.4,5,2.5,"65km N of Dharamshala, Himachal Pradesh, India",2,3,96270,10,10134
2020-02-03 21:41:16 IST,37.4,72.2,150,4.5,"149km ENE of Fayzabad, Afghanistan",1,5,69363,16,7232
2020-02-03 21:16:40 IST,39.6,73.9,30,3.7,"368km S of Bishkek, Kyrgyzstan",0,8,125170,8,2067
2020-02-03 20:34:53 IST,23.2,94.3,180,4,"103km ESE of Champhai, Mizoram, India",1,8,84954,13,11792
2020-02-03 12:34:59 IST,39.8,72.1,10,3,"293km ESE of Tashkent, Uzbekistan",3,2,90669,6,510
2020-02-03 11:47:40 IST,38.1,73.3,10,3.7,"266km ENE of Fayzabad, Afghanistan",1,6,57438,9,14887
2020-02-03 10:56:26 IST,36.4,71.3,90,4.4,"102km SE of Fayzabad, Afghanistan",1,7,146084,14,12435
2020-02-03 09:35:15 IST,36.3,71,10,3.7,"97km SSE of Fayzabad, Afghanistan",0,3,88943,16,10080
2020-02-02 11:06:58 IST,38.32,75.27,198,5,"425km N of Kargil, Laddakh, India",2,4,130394,13,14500
2020-02-01 15:14:01 IST,28.8,95.5,49,5.1,"76km NNE of Pangin, Arunachal Pradesh, India",3,8,40320,10,9206
2020-02-01 12:45:36 IST,31.7,75.8,19,2.4,"46km NNE of Jalandhar, Punjab, India",4,6,186694,16,893
2020-01-31 21:02:15 IST,34.8,65.6,10,4.7,"331km W of Kabul , Afghanistan",2,5,163868,7,8412
2020-01-31 16:37:32 IST,31.06,66.38,190,4.7,"469km SW of Kabul , Afghanistan",3,2,4510,10,4194
2020-01-31 16:25:25 IST,24.6,97.8,10,4.4,"337km E of Ukhrul, Manipur, India",3,6,59903,13,5573
2020-01-31 13:24:42 IST,20.1,72.8,9,3.3,"104km W of Nashik, Maharashtra, India",2,5,123881,11,6920
2020-01-31 11:15:37 IST,39.8,77,76,4.7,"397km SSE of Bishkek, Kyrgyzstan",3,8,34013,17,11630
2020-01-31 04:00:15 IST,36.9,71.9,40,3.5,"121km E of Fayzabad, Afghanistan",0,3,93420,6,7568
2020-01-31 03:13:31 IST,12.3,94.3,17,3.5,"178km SE of Diglipur, Andaman and Nicobar island, India",2,5,121331,8,7146
2020-01-31 02:58:50 IST,25.4,94.7,90,2.6,"41km NE of Shirui, Manipur, India",2,4,90763,11,4564
2020-01-31 00:39:57 IST,33.2,76.3,10,3.3,"109km N of Dharamshala, Himachal Pradesh, India",4,7,126941,20,8121
2020-01-30 16:14:51 IST,20.1,72.8,13,3,"104km W of Nashik, Maharashtra, India",2,9,65333,9,3763
2020-01-30 10:36:20 IST,28.9,91.8,10,3,"147km N of Tawang, Arunachal Pradesh, India",2,6,-12209,11,3951
2020-01-30 04:52:43 IST,30.1,96.1,32,3.8,"232km NNE of Pangin, Arunachal Pradesh, India",2,13,149105,9,11371
2020-01-30 03:15:34 IST,28.6,91.7,10,4.5,"114km N of Tawang, Arunachal Pradesh, India",2,3,148790,9,5171
2020-01-29 20:41:02 IST,10.8,93.5,10,4.3,"124km SE of Portblair, Andaman and Nicobar island, India",1,7,225181,5,818
2020-01-29 19:13:05 IST,24.53,94.95,120,4,"65km SE of Ukhrul, Manipur, India",2,5,-10359,6,5187
2020-01-29 17:35:20 IST,36.5,71,130,4.6,"77km SSE of Fayzabad, Afghanistan",3,6,137541,9,9596
2020-01-29 15:07:20 IST,0.5,91.83,10,4.8,"759km SSW of Campbell Bay, Andaman and Nicobar island, India",1,11,1565,11,12219
2020-01-29 11:40:45 IST,33.5,75.5,10,3.3,"59km SSE of Pahalgam, Jammu and Kashmir, India",3,7,187824,15,14430
2020-01-29 02:01:44 IST,16.47,93.18,103,5.2,"321km W of Yangon, Myanmar",3,4,124393,18,11205
2020-01-29 01:59:40 IST,7.5,92.2,17,5.1,"195km WNW of Campbell Bay, Andaman and Nicobar island, India",1,8,52403,12,6461
2020-01-29 01:15:50 IST,33.9,69.54,160,4.8,"79km SSE of Kabul , Afghanistan",1,6,139011,13,4521
2020-01-28 07:44:15 IST,29.4,81.8,15,4.2,"154km E of Pithoragarh, Uttarakhand, India",4,4,72347,8,1987
2020-01-28 06:13:35 IST,36.6,71.6,98,4.6,"108km ESE of Fayzabad, Afghanistan",2,4,115020,11,9433
2020-01-28 02:37:04 IST,24.7,92.2,98,3.6,"36km N of Dharmanagar, Tripura, India",1,7,110298,5,7672
2020-01-28 02:27:57 IST,30.7,70,160,4.8,"435km S of Kabul , Afghanistan",1,8,187208,15,10181
2020-01-28 01:51:01 IST,27.1,92.3,10,3.1,"67km SE of Tawang, Arunachal Pradesh, India",0,3,190746,11,3595
2020-01-27 20:20:08 IST,35,73.4,67,3.7,"138km NW of Gulmarg, Jammu and Kashmir, India",2,8,70136,5,4888
2020-01-27 19:56:34 IST,35.5,74.8,10,3.6,"157km N of Srinagar, Jammu and Kashmir, India",3,6,152905,7,4416
2020-01-27 12:40:43 IST,24.9,91.7,40,4.6,"41km S of Cherrapunjee, Meghalaya, India",2,8,117742,12,11974
2020-01-26 18:54:34 IST,25.9,90.3,7,3.2,"44km NNE of Tura, Meghalaya, India",1,3,29365,6,2609
2020-01-26 04:32:50 IST,33,75.9,5,3.5,"90km E of Katra, Jammu and Kashmir, India",1,3,65188,6,9146
2020-01-26 02:37:34 IST,16.8,79.9,10,4.7,"73km ESE of Nalgonda, Telangana, India",4,7,216807,12,817
2020-01-26 02:34:01 IST,32.84,76.42,10,2.6,"69km N of Dharamshala, Himachal Pradesh, India",1,6,117892,13,8265
2020-01-26 01:22:04 IST,27.7,92.7,10,2.8,"82km E of Tawang, Arunachal Pradesh, India",1,6,149988,6,1005
2020-01-26 01:19:35 IST,39.97,77.47,150,4,"403km SE of Bishkek, Kyrgyzstan",3,4,89397,11,2679
2020-01-25 12:42:36 IST,25.7,91,10,2.6,"82km ENE of Tura, Meghalaya, India",1,3,73002,5,1739
2020-01-25 05:26:25 IST,25,93.8,30,2.4,"24km NW of Imphal, Manipur, India",1,7,101363,9,5233
2020-01-25 04:26:05 IST,31.9,94.9,10,5.4,"419km N of Pangin, Arunachal Pradesh, India",3,7,86694,8,5188
2020-01-25 02:12:10 IST,36.2,69.7,130,4.5,"125km SW of Fayzabad, Afghanistan",2,7,25337,8,12404
2020-01-25 01:00:55 IST,36.6,70.9,195,4.8,"63km SSE of Fayzabad, Afghanistan",2,5,49833,14,3424
2020-01-25 00:50:46 IST,22.6,95.4,79,3.8,"95km NW of Burma, Myanmar",2,4,135394,15,1341
2020-01-25 00:08:31 IST,37.5,72.2,180,5,"152km ENE of Fayzabad, Afghanistan",2,4,80965,12,9072
2020-01-24 21:18:21 IST,29.2,86.5,193,4.3,"201km NE of Kathmandu, Nepal",3,7,101285,8,10327
2020-01-24 12:39:14 IST,39.2,71.6,10,5.6,"250km NNE of Fayzabad, Afghanistan",3,5,111746,9,4457
2020-01-24 11:27:22 IST,37.4,72.4,120,3.8,"167km ENE of Fayzabad, Afghanistan",5,4,115652,12,9062
2020-01-23 21:00:04 IST,32.6,99.9,10,3.9,"624km NNE of Changlang, Arunachal Pradesh, India",1,3,157328,7,11652
2020-01-23 20:11:29 IST,36,72.3,306,4.2,"198km SE of Fayzabad, Afghanistan",3,3,45065,13,5245
2020-01-23 19:56:37 IST,33,98.6,36,4.8,"614km NNE of Changlang, Arunachal Pradesh, India",1,3,128512,9,7904
2020-01-23 15:18:03 IST,20.5,93.4,25,4.8,"307km WSW of Burma, Myanmar",0,6,137751,13,2242
2020-01-23 15:12:11 IST,36.3,70.1,145,3.6,"97km SSW of Fayzabad, Afghanistan",2,5,149292,13,403
2020-01-23 11:08:47 IST,27.1,94.1,36,2.8,"40km NNW of Jorhat, Assam, India",3,5,29354,7,14721
2020-01-23 00:53:31 IST,8,94.4,110,4.7,"123km NNE of Campbell Bay, Andaman and Nicobar island, India",1,4,112740,12,4530
2020-01-22 23:19:56 IST,32.8,76.1,5,2.2,"67km NNW of Dharamshala, Himachal Pradesh, India",4,8,185803,9,4219
2020-01-22 21:01:22 IST,32.7,76,5,3,"61km NNW of Dharamshala, Himachal Pradesh, India",1,7,95043,10,14600
2020-01-22 01:57:17 IST,28.2,92,10,3.2,"70km N of Tawang, Arunachal Pradesh, India",0,4,124174,9,10937
2020-01-22 01:50:55 IST,28.5,91.7,10,4,"104km N of Tawang, Arunachal Pradesh, India",2,3,139019,9,8800
2020-01-21 10:38:31 IST,20,72.8,10,2.5,"103km N of Mumbai, Maharashtra, India",0,4,48726,6,10504
2020-01-21 03:14:28 IST,23,94.2,20,3.6,"102km ESE of Champhai, Mizoram, India",4,7,191691,9,10663
2020-01-21 02:21:18 IST,26.2,96.2,160,2.9,"168km E of Mokokchung, Nagaland, India",1,9,124975,11,11461
2020-01-20 13:54:34 IST,36.4,73.9,15,3.8,"265km N of Gulmarg, Jammu and Kashmir, India",2,8,125975,9,1054
2020-01-20 13:03:31 IST,39.3,78.5,88,3.8,"516km SE of Bishkek, Kyrgyzstan",1,3,16898,7,6221
2020-01-20 11:45:22 IST,32.8,73.3,10,3.4,"101km SSE of Islamabad, Pakistan",1,5,139727,8,4462
2020-01-20 05:47:07 IST,32.6,76,5,2.5,"52km NW of Dharamshala, Himachal Pradesh, India",1,6,125320,9,1105
2020-01-20 03:27:12 IST,36.6,70.6,180,4.3,"55km S of Fayzabad, Afghanistan",2,7,181209,9,6218
2020-01-20 01:52:31 IST,27.2,92.3,5,2.3,"59km SE of Tawang, Arunachal Pradesh, India",1,6,84436,7,9261
2020-01-20 01:20:30 IST,34.7,72.8,10,4,"115km NNW of Islamabad, Pakistan",2,5,50617,10,2718
2020-01-19 23:05:02 IST,34,61.2,10,4.6,"510km SSE of Ashgabat, Turkmenistan",3,8,65888,4,4610
2020-01-19 22:37:05 IST,19.8,98.7,10,5.1,"157km SSE of Hkolam ,Myanmar",4,7,74751,10,9605
2020-01-19 21:19:35 IST,39.8,77.4,138,5,"415km SE of Bishkek, Kyrgyzstan",2,4,44057,14,8710
2020-01-19 20:25:33 IST,38.5,77.4,136,4.8,"453km NNE of Kargil, Laddakh, India",2,6,164508,8,13038
2020-01-19 19:53:12 IST,39.29,77.39,105,5,"463km SSE of Bishkek, Kyrgyzstan",3,9,166384,10,11878
2020-01-19 19:22:00 IST,39.5,77.4,140,5.2,"443km SE of Bishkek, Kyrgyzstan",3,6,90210,11,14485
2020-01-19 18:58:02 IST,39.7,76.7,140,6,"395km SSE of Bishkek, Kyrgyzstan",2,5,80362,8,8978
2020-01-19 16:14:14 IST,32.4,76,10,3.3,"36km WNW of Dharamshala, Himachal Pradesh, India",3,4,9225,13,10492
2020-01-18 23:30:16 IST,31.6,93.5,10,4.6,"418km NNW of Basar, Arunachal Pradesh, India",1,3,134798,14,12914
2020-01-18 22:08:12 IST,26.4,66.5,10,4.6,"525km NNW of Dwarka, Gujarat, India",4,0,182672,11,12607
2020-01-18 19:44:17 IST,39.11,71.33,58,3.9,"228km ENE of Dushanbe, Tajikistan",0,6,68140,8,10794
2020-01-18 03:16:05 IST,25.1,95.6,33,3.2,"114km E of Ukhrul, Manipur, India",5,3,94160,13,7528
2020-01-18 00:38:21 IST,36.52,71.06,150,4.7,"78km SE of Fayzabad, Afghanistan",2,4,121714,13,4134
2020-01-17 23:54:02 IST,34.5,71.02,160,4.6,"166km E of Kabul , Afghanistan",1,4,186220,10,13164
2020-01-17 21:35:49 IST,39.69,77.24,10,5.2,"418km SE of Bishkek, Kyrgyzstan",1,8,109988,10,11660
2020-01-17 16:27:28 IST,36.09,85.46,189,4.8,"705km NE of Hanley, Jammu & Kashmir, India",1,3,109771,14,12576
2020-01-17 11:39:44 IST,24.8,94.4,65,3.6,"16km SSW of Ukhrul, Manipur, India",2,4,108965,13,2154
2020-01-17 03:43:35 IST,25.5,95,104,3.2,"71km NE of Shirui, Manipur, India",1,2,28748,7,4756
2020-01-16 22:09:22 IST,28.4,95.3,10,2.7,"28km N of Pangin, Arunachal Pradesh, India",4,5,27660,4,6402
2020-01-15 14:49:25 IST,39.8,73.2,10,4.3,"360km SSW of Bishkek, Kyrgyzstan",3,7,59600,5,12583
2020-01-15 12:02:46 IST,33,76.1,5,3.2,"89km NNW of Dharamshala, Himachal Pradesh, India",0,9,150644,12,13398
2020-01-14 22:35:20 IST,29.6,76.4,10,2.8,"61km SW of kurukshetra, Haryana, India",2,8,83232,6,4309
2020-01-14 06:55:01 IST,23.7,94.1,87,4.3,"83km ENE of Champhai, Mizoram, India",0,10,73519,8,10312
2020-01-13 04:09:40 IST,9.6,84.2,10,4.2,"562km ENE of Colombo, Sri Lanka",0,6,72641,11,1213
2020-01-13 01:52:06 IST,29.4,81.8,16,3.7,"154km E of Pithoragarh, Uttarakhand, India",2,14,93117,12,6173
2020-01-12 20:04:18 IST,29.36,81.71,100,4.6,"146km E of Pithoragarh, Uttarakhand, India",3,3,185105,9,7325
2020-01-12 17:43:56 IST,29.04,81.81,75,3.5,"165km ESE of Pithoragarh, Uttarakhand, India",2,6,92440,15,11496
2020-01-12 11:55:48 IST,32.3,76.2,5,3.4,"14km NW of Dharamshala, Himachal Pradesh, India",2,8,60685,9,13384
2020-01-12 10:54:01 IST,34.8,74.6,10,5.3,"81km NNW of Srinagar, Jammu and Kashmir, India",1,4,101262,9,5092
2020-01-12 07:48:48 IST,27.7,67.4,80,4.7,"580km WNW of Jodhpur, Rajasthan, India",0,6,187754,10,7939
2020-01-11 23:37:47 IST,26.3,90,15,2.7,"89km NNW of Tura, Meghalaya, India",2,8,74858,9,9729
2020-01-11 21:17:57 IST,26.9,92.7,25,2.9,"29km NNW of Tezpur, Assam, India",3,9,40949,12,4963
2020-01-11 13:34:45 IST,32.8,73.5,123,4,"99km SW of Rajouri, Jammu and Kashmir",3,6,74950,7,14783
2020-01-09 05:28:19 IST,36.7,71.6,155,4.3,"103km ESE of Fayzabad, Afghanistan",3,9,106438,10,13142
2020-01-09 01:04:08 IST,38.7,70.5,30,4.1,"149km E of Dushanbe, Tajikistan",3,1,134412,10,4481
2020-01-08 14:59:26 IST,28.6,92,10,3.5,"114km N of Tawang, Arunachal Pradesh, India",0,6,150344,12,7643
2020-01-07 15:38:31 IST,37,71.6,150,4.6,"93km E of Fayzabad, Afghanistan",1,6,47714,11,3501
2020-01-07 11:35:19 IST,2.5,96.5,10,6.1,"577km SSE of Campbell Bay, Andaman and Nicobar island, India",2,7,52457,9,7741
2020-01-07 04:53:55 IST,25,92.3,15,3.8,"64km ESE of Cherrapunjee, Meghalaya, India",1,4,83836,5,10265
2020-01-07 00:01:25 IST,23.9,94.6,34,3.5,"106km SE of Moirang, Manipur, India",4,13,134224,13,1328
2020-01-06 05:18:55 IST,31.2,77.1,10,3.6,"12km NW of Shimla, Himachal Pradesh, India",0,3,36999,7,13058
2020-01-05 23:33:07 IST,36.1,71.2,200,4.7,"125km SSE of Fayzabad, Afghanistan",1,5,69633,8,8926
2020-01-05 16:21:58 IST,24.1,94.2,10,2.9,"61km SE of Moirang, Manipur, India",4,4,70362,7,14844
2020-01-05 12:51:01 IST,35.8,75.2,10,3.3,"162km NNW of Kargil, Laddakh, India",1,4,147087,6,432
2020-01-05 09:59:29 IST,40,72.2,10,4.5,"288km ESE of Tashkent, Uzbekistan",2,8,126413,5,12480
2020-01-05 04:55:37 IST,26.2,89.9,10,3,"82km NNW of Tura, Meghalaya, India",4,3,145185,12,11889
2020-01-04 17:05:44 IST,28.5,92,10,3.9,"103km N of Tawang, Arunachal Pradesh, India",2,2,166933,15,2036
2020-01-04 14:56:17 IST,27.1,92,20,3.2,"54km SSE of Tawang, Arunachal Pradesh, India",3,4,84717,8,5062
2020-01-04 13:54:56 IST,25.27,65.35,10,4.8,"498km NW of Dwarka, Gujarat, India",1,5,40629,7,13277
2020-01-03 10:46:52 IST,32.7,76.5,5,3.4,"56km NNE of Dharamshala, Himachal Pradesh, India",2,5,40951,8,7800
2020-01-02 19:38:50 IST,32.7,76.5,5,3.7,"56km NNE of Dharamshala, Himachal Pradesh, India",1,6,8094,5,6049
2020-01-02 16:49:48 IST,35.7,74.9,10,3.8,"169km NW of Kargil, Laddakh, India",3,7,77061,7,13587
2020-01-02 15:34:19 IST,33.9,66.2,90,4.1,"285km WSW of Kabul , Afghanistan",3,6,80788,4,1445
2020-01-02 09:58:02 IST,34.1,60.3,10,5.2,"464km SSE of Ashgabat, Turkmenistan",1,4,139377,8,7123
2020-01-02 09:02:35 IST,36.4,74.2,90,4.6,"262km N of Gulmarg, Jammu and Kashmir, India",3,10,100845,9,9802
2020-01-02 06:11:45 IST,25.5,93.8,30,2.9,"34km S of Chumukedima, Nagaland, India",3,7,75483,6,9147
2020-01-01 23:09:07 IST,32.8,75.5,10,3.1,"57km ESE of Katra, Jammu and Kashmir, India",3,5,94200,11,4000
2020-01-01 21:22:42 IST,28.7,87.9,10,3.9,"139km NW of Lachung, Sikkim, India",2,2,48051,8,8471
2020-01-01 20:07:44 IST,27.6,92.7,10,3.5,"81km E of Tawang, Arunachal Pradesh, India",0,5,151270,9,10642
2020-01-01 16:15:41 IST,29.8,80.5,10,3.1,"36km NE of Pithoragarh, Uttarakhand, India",4,4,60704,10,8794
2020-01-01 08:10:18 IST,36.1,69.5,40,3.4,"145km SW of Fayzabad, Afghanistan",1,3,43003,8,10282
2019-12-31 19:41:29 IST,38.78,73.48,10,3.8,"317km NE of Fayzabad, Afghanistan",2,2,140894,8,3878
2019-12-31 14:16:28 IST,26.1,93.3,40,2.9,"47km WNW of Dimapur, Nagaland, India",2,2,128708,7,12501
2019-12-31 06:33:15 IST,39.11,73.24,350,4.5,"324km NE of Fayzabad, Afghanistan",1,6,13815,12,6772
2019-12-31 06:22:55 IST,35.5,74.8,94,4.5,"157km N of Srinagar, Jammu and Kashmir, India",2,12,142750,15,14808
2019-12-31 00:50:19 IST,35.5,74.7,10,4.2,"157km N of Srinagar, Jammu and Kashmir, India",6,7,62920,10,398
2019-12-30 23:55:33 IST,35.5,74.8,10,4,"157km N of Srinagar, Jammu and Kashmir, India",0,1,81294,6,5735
2019-12-30 23:20:02 IST,35.5,74.8,63,5.4,"157km N of Srinagar, Jammu and Kashmir, India",4,8,109351,10,2748
2019-12-30 23:09:15 IST,35.5,75,10,3.6,"147km NW of Kargil, Laddakh, India",2,4,129331,10,8356
2019-12-30 22:58:33 IST,35.5,75.1,36,4.6,"141km NW of Kargil, Laddakh, India",1,3,122273,15,3685
2019-12-30 22:48:57 IST,35.5,74.9,10,5.5,"154km NW of Kargil, Laddakh, India",2,10,97509,6,11075
2019-12-30 22:42:35 IST,35.5,74.7,10,4.7,"157km N of Srinagar, Jammu and Kashmir, India",4,2,78767,14,13233
2019-12-30 22:29:05 IST,6.8,94.6,103,5,"80km ESE of Campbell Bay, Andaman and Nicobar island, India",1,7,120611,10,3202
2019-12-30 06:22:34 IST,35.7,77.3,10,4.6,"165km N of Alchi(Leh),Jammu & Kashmir,India",2,3,94080,12,2452
2019-12-30 02:48:14 IST,26.6,95,22,3.1,"57km ENE of Mokokchung, Nagaland, India",2,5,190267,14,13136
2019-12-28 14:30:41 IST,26.7,93.8,23,3.5,"40km W of Jorhat, Assam, India",5,5,129320,10,5451
2019-12-28 14:19:05 IST,0.9,92.9,10,4.8,"688km S of Campbell Bay, Andaman and Nicobar island, India",1,9,53829,8,6547
2019-12-27 09:23:48 IST,19,87.4,10,4,"187km ESE of Puri, Odisha, India",0,2,76120,14,3353
2019-12-27 05:24:31 IST,39.5,71,220,4.4,"217km ENE of Dushanbe, Tajikistan",2,7,102409,7,6408
2019-12-26 23:17:07 IST,39.7,95.7,10,4.5,"1277km SW of Ulaanbaatar, Mongolia",1,5,164971,12,3507
2019-12-25 12:34:13 IST,23.1,96,10,3.8,"132km N of Burma, Myanmar",0,6,170555,11,10005
2019-12-25 09:14:09 IST,25.5,91.3,10,3.5,"50km WNW of Cherrapunjee, Meghalaya, India",1,4,80193,8,7508
2019-12-24 20:07:02 IST,26.6,88.8,32,3.2,"42km ESE of Siliguri, West Bengal, India",1,5,53318,6,11831
2019-12-24 19:25:24 IST,36.7,71.3,220,4.2,"80km ESE of Fayzabad, Afghanistan",2,6,46925,14,4725
2019-12-24 11:22:56 IST,7,92.4,10,5,"166km W of Campbell Bay, Andaman and Nicobar island, India",2,10,112621,10,7608
2019-12-23 21:33:04 IST,20,72.7,10,2.3,"104km N of Mumbai, Maharashtra, India",2,7,215189,8,3929
2019-12-22 20:28:26 IST,35.8,69,187,4.6,"139km N of Kabul , Afghanistan",0,2,126954,6,14020
2019-12-22 13:01:33 IST,24.9,94.2,36,3.3,"28km ENE of Imphal, Manipur, India",3,7,20304,9,7852
2019-12-22 09:39:09 IST,32.9,76,5,2.8,"81km NNW of Dharamshala, Himachal Pradesh, India",1,5,63699,5,2643
2019-12-22 00:40:08 IST,24.1,93.7,66,3.1,"44km S of Moirang, Manipur, India",1,9,68804,9,4127
2019-12-21 21:10:00 IST,33.2,69.6,10,4.6,"155km SSE of Kabul , Afghanistan",3,4,58899,11,1289
2019-12-21 00:12:47 IST,36.3,71.2,91,4.5,"106km SE of Fayzabad, Afghanistan",1,7,80605,8,465
2019-12-20 17:09:51 IST,36.5,70.5,190,6.3,"66km S of Fayzabad, Afghanistan",0,3,118469,11,7912
2019-12-20 10:11:10 IST,36.5,68.5,10,4.5,"194km WSW of Fayzabad, Afghanistan",1,7,134099,13,5089
2019-12-20 06:05:21 IST,28.1,87.9,108,4.7,"86km NNW of Yuksom, Sikkim, India",2,6,154588,7,14458
2019-12-20 03:46:26 IST,34.7,79.7,67,4.6,"204km ENE of Leh, Laddakh, India",2,3,126210,12,2611
2019-12-19 20:50:01 IST,36.8,74.6,169,4.6,"285km NNW of Kargil, Laddakh, India",1,5,2292,11,11918
2019-12-19 17:38:06 IST,31.8,86.8,471,4.6,"475km NNE of Kathmandu, Nepal",1,4,47134,14,4773
2019-12-19 15:06:35 IST,36.6,70.5,290,4.5,"55km S of Fayzabad, Afghanistan",4,7,92095,6,3391
2019-12-19 14:10:42 IST,37.7,71.8,280,4.2,"129km ENE of Fayzabad, Afghanistan",3,6,107363,12,14546
2019-12-19 04:17:02 IST,26.92,92.56,82,2.7,"37km NW of Tezpur, Assam, India",0,3,143070,15,12048
2019-12-18 19:39:17 IST,33.4,71.6,76,4.7,"137km WSW of Islamabad, Pakistan",1,3,102159,11,9477
2019-12-18 08:10:11 IST,37.7,75.8,158,4.7,"351km N of Kargil, Laddakh, India",3,2,102535,7,10471
2019-12-18 08:03:06 IST,37.6,75.5,100,4.2,"343km N of Kargil, Laddakh, India",3,6,111889,15,14871
2019-12-17 14:23:49 IST,35.6,70.5,10,4.4,"165km NE of Kabul , Afghanistan",1,5,87248,6,8918
2019-12-17 10:51:08 IST,32.3,76.3,10,3,"9km NNW of Dharamshala, Himachal Pradesh, India",2,6,104344,5,1573
2019-12-16 22:21:14 IST,25,95.2,60,3.8,"73km E of Ukhrul, Manipur, India",3,5,156291,8,1019
2019-12-16 09:21:23 IST,36.5,70.7,37,3.9,"68km SSE of Fayzabad, Afghanistan",1,6,95804,11,10015
2019-12-16 08:40:31 IST,24.1,93.8,10,3.5,"44km S of Moirang, Manipur, India",0,3,98489,12,9881
2019-12-16 04:29:45 IST,33.4,71.7,200,4.2,"128km WSW of Islamabad, Pakistan",2,5,98320,1,11235
2019-12-16 03:50:37 IST,26.9,85.9,96,4,"100km NNE of Muzaffarpur, Bihar, India",3,8,164888,8,1676
2019-12-15 09:23:37 IST,25.2,94.8,94,3.9,"39km ENE of Shirui, Manipur, India",2,6,44597,8,14176
2019-12-15 07:57:28 IST,37.6,72.6,150,4.1,"189km ENE of Fayzabad, Afghanistan",3,4,188792,12,8289
2019-12-15 04:23:46 IST,34.6,75.1,72,3.3,"63km NNE of Srinagar, Jammu and Kashmir, India",0,4,41180,10,9760
2019-12-14 05:22:40 IST,20,72.8,10,3.9,"103km N of Mumbai, Maharashtra, India",2,2,67288,8,571
2019-12-14 00:22:06 IST,23,94.3,50,3.3,"111km ESE of Champhai, Mizoram, India",4,6,137236,15,14416
2019-12-13 21:55:07 IST,20,72.7,10,3.4,"104km N of Mumbai, Maharashtra, India",4,10,151515,11,8460
2019-12-13 16:56:48 IST,30.5,79.6,14,4.4,"7km SSE of Joshimath, Uttarakhand , India",2,5,29825,7,8472
2019-12-13 15:56:00 IST,20,72.9,4,3.2,"93km W of Nashik, Maharashtra, India",2,3,45364,15,14156
2019-12-12 18:56:35 IST,27.77,85.52,143,4.6,"20km ENE of Kathmandu, Nepal",1,7,113892,11,13943
2019-12-12 00:47:04 IST,36.8,78.8,30,4.4,"314km NNE of Leh, Laddakh, India",1,6,217220,5,3343
2019-12-11 06:43:59 IST,39.88,77.94,10,4.6,"435km SE of Bishkek, Kyrgyzstan",0,5,162313,9,13969
2019-12-11 03:32:56 IST,36.55,71.32,206,4.2,"91km SE of Fayzabad, Afghanistan",2,6,87595,7,11062
2019-12-11 01:49:59 IST,33.5,74,42,3.3,"32km WNW of Rajouri, Jammu and Kashmir",0,1,-20956,6,332
2019-12-10 22:21:09 IST,36.36,71.54,237,4.4,"120km SE of Fayzabad, Afghanistan",1,5,104082,12,3635
2019-12-10 15:25:47 IST,37,72.3,22,4.3,"155km E of Fayzabad, Afghanistan",3,4,118114,9,6224
2019-12-10 12:20:18 IST,36.1,69,10,4.1,"172km N of Kabul , Afghanistan",0,9,80865,13,8763
2019-12-10 09:21:49 IST,12.6,94.9,10,4.1,"220km ESE of Diglipur, Andaman and Nicobar island, India",2,9,57463,6,10534
2019-12-10 03:18:33 IST,28.3,87.5,101,3.9,"125km NW of Yuksom, Sikkim, India",1,6,107958,10,3192
2019-12-10 00:37:13 IST,36.1,70.7,63,4.3,"112km S of Fayzabad, Afghanistan",2,9,52886,16,12558
2019-12-09 22:27:20 IST,32,75.6,11,2.6,"72km WSW of Dharamshala, Himachal Pradesh, India",0,7,193622,12,12693
2019-12-08 19:01:31 IST,36.2,77.7,167,4.4,"225km N of Alchi(Leh),Jammu & Kashmir,India",2,2,175837,12,9543
